title,price,location,full_address,bedrooms,bathrooms,property_type,project_name,offer_type,construction_year,parking_spaces,ownership_type,floor_area,floor,condition,project_link,publish_date,publish_by,latitude,longitude
The Oriana 1BR Pre-Selling for sale in Aurora Boulevard in Quezon City.,"₱ 5,776,000","Marilag, Quezon City","The Oriana, Marilag, Quezon City, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Oriana,For Sale,2027,,Freehold,35 sqm,10,Unfurnished,https://www.lamudi.com.ph/projects/41032-73-ebd0b000b4bf-ed94-85f5b8e8-b6e7-450c,"5 days, 6 hours ago",Roberto Siriban Jr,14.6283138,121.0684287
1 Bedroom Condo Unit For Sale at Grace Residences Taguig City Metro Manila,"₱ 5,200,000","Ususan, Taguig","Grace Residences, Ususan, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Grace Residences,For Sale,,,Freehold,30 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-6d09fd9e01ce-2587-a161b531-9412-4b31,"5 days, 9 hours ago",Ge Billones,14.5309752,121.0610571
Affordable 2bedroom Condo in Metro Manila,"₱ 50,000","Santa Mesa, Manila","COVENT GARDEN, Santa Mesa, Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,COVENT GARDEN,For Sale,2025,,Freehold,48 sqm,29,Unfurnished,https://www.lamudi.com.ph/projects/covent-garden/,"5 days, 10 hours ago",Angelica Joy Fernandez,14.6011125,121.0011417
For Sale 2BBR condo unit in TRAG Makati,"₱ 35,000,000","Legazpi Village, Makati","The Residences at Greenbelt, Legazpi Village, Makati, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The Residences at Greenbelt,For Sale,2008,2,Freehold,133 sqm,28,Partly furnished,https://www.lamudi.com.ph/projects/the-residences-at-greenbelt/,"5 days, 10 hours ago",Patrick Meris,14.5510509,121.0200829
"The Grove by Rockwell, 1-Bedroom Unit for Sale, Pasig City","₱ 11,500,000","Ugong, Pasig","The Grove By Rockwell, Ugong, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Loft,The Grove By Rockwell,For Sale,,1,,56 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/the-grove-by-rockwell/,"5 days, 10 hours ago",Skye Properties - RE/MAX 8,14.5856768,121.0813314
for sale condo in pasay taft ave rfo and pre selling near libertad cartimar la salle arellano pasay,"₱ 4,200,000","San Isidro, Pasay","Quantum Residences, San Isidro, Pasay, Metro Manila, Philippines",,1 bathroom,Condo,Quantum Residences,For Sale,,,Freehold,24 sqm,12,Partly furnished,https://www.lamudi.com.ph/projects/quantum-residences/,"5 days, 11 hours ago",Kristine Joy Pascua,14.5527891,120.9980211
THE RISE MAKATI Unit 45M – West Wing,"₱ 7,000,000","San Antonio, Makati","The Rise Makati, San Antonio, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Rise Makati,For Sale,2020,1,Freehold,28 sqm,4,Fully furnished,https://www.lamudi.com.ph/projects/the-rise-makati/,"5 days, 11 hours ago",SYK Holdings Limited Inc 2,14.5622312,121.0133797
studio w/ balcony condo in taft ave pasay quantum residences near la salle gil puyat lrt station,"₱ 4,800,000","San Isidro, Pasay","Quantum Residences, San Isidro, Pasay, Metro Manila, Philippines",,1 bathroom,Condo,Quantum Residences,For Sale,,,Freehold,24 sqm,12,Partly furnished,https://www.lamudi.com.ph/projects/quantum-residences/,"5 days, 11 hours ago",Kristine Joy Pascua,14.5527891,120.9980211
quantum residences pre selling condominium near libertad cartimar la salle 2bedroom pasay,"₱ 10,000,000","San Isidro, Pasay","Quantum Residences, San Isidro, Pasay, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Quantum Residences,For Sale,,,Freehold,2 sqm,10,Partly furnished,https://www.lamudi.com.ph/projects/quantum-residences/,"5 days, 11 hours ago",Kristine Joy Pascua,14.5527891,120.9980211
2br condo in taft ave pasay near libertad cartimar la salle arellano pasay,"₱ 10,000,000","San Isidro, Pasay","Quantum Residences, San Isidro, Pasay, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Quantum Residences,For Sale,,1,,49 sqm,12,Partly furnished,https://www.lamudi.com.ph/projects/quantum-residences/,"5 days, 11 hours ago",Kristine Joy Pascua,14.5527891,120.9980211
Grand Soho Makati Spacious Studio with Balcony Bel-air Village View Rush For Sale!,"₱ 5,900,000","Bel-Air, Makati","Grand Soho Makati, Bel-Air, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Studio,Grand Soho Makati,For Sale,,,Freehold,29 sqm,27,Partly furnished,https://www.lamudi.com.ph/projects/grand-soho-makati/,"5 days, 11 hours ago",Apphia Realty,14.5617893,121.0231165
"The Residences at Greenbelt, 2-Bedroom Unit for Sale, Makati City","₱ 35,000,000","Legazpi Village, Makati","The Residences at Greenbelt, Legazpi Village, Makati, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The Residences at Greenbelt,For Sale,,2,,133 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/the-residences-at-greenbelt/,"5 days, 11 hours ago",Skye Properties - RE/MAX 8,14.5510509,121.0200829
South Residences SM Souhthmall 2-bedroom unit For Sale,"₱ 5,800,000","Las Piñas, Metro Manila","South Residences, Las Piñas, Metro Manila, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,South Residences,For Sale,,,Freehold,36 sqm,7,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-9d67bd742f3-a8e3-e2df617f-ab33-4ade,"5 days, 12 hours ago",Apphia Realty,14.4316076,121.009714
Stunning 1 Bedroom 1BR Interior Decorated Unit for Sale in Shang Salcedo Place Makati City,"₱ 22,793,447","Bel-Air, Makati","Shang Salcedo Place, Bel-Air, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Shang Salcedo Place,For Sale,,1,,73 sqm,,,https://www.lamudi.com.ph/projects/shang-salcedo-place/,"5 days, 23 hours ago",Rhonalyn Sinag,14.5614505,121.020393
SEMI-FURNISHED 2-BEDROOM CONDO IN THE GROVE BY ROCKWELL,"₱ 11,550,000","Ugong, Pasig","The Grove By Rockwell, Ugong, Pasig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The Grove By Rockwell,For Sale,,1,,60 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/the-grove-by-rockwell/,"5 days, 23 hours ago",Rhonalyn Sinag,14.5856768,121.0813314
"3BR Garden Villa, Arbor Lanes, Arca South by Ayala Land Premier","₱ 88,000,000","Taguig, Metro Manila","Arbor Lanes, Taguig, Metro Manila, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Arbor Lanes,For Sale,,2,,243 sqm,1,Unfurnished,https://www.lamudi.com.ph/projects/arbor-lanes/,"6 days, 1 hour ago",Lucas and Matthaeus Realty,14.5066222,121.0497643
"Rent to Own Property, Move-in at 10% DP* 2-bedroom Unit at BF Homes near Southville International School","₱ 6,468,000","B.F. International Village, Las Piñas","Pacific Coast Residences, B.F. International Village, Las Piñas, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Pacific Coast Residences,For Sale,,,Freehold,44 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/pacific-coast-residences-1/,"6 days, 3 hours ago",Apphia Realty,14.4519617,120.9962224
Rare Flat 2 Bedroom 2BR Unit for Sale in One Rockwell Makati City!,"₱ 27,500,000","Makati, Metro Manila","One Rockwell, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,One Rockwell,For Sale,,1,,78 sqm,,,https://www.lamudi.com.ph/projects/one-rockwell/,"6 days, 3 hours ago",Rhonalyn Sinag,14.5634222,121.0383925
RENT TO OWN Condo THE AXIS RESIDENCES in Pioneer Mandaluyong by Robinsons Land,"₱ 4,500,000","Buayang Bato, Mandaluyong","Axis Residences, Buayang Bato, Mandaluyong, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Axis Residences,For Sale,2021,,Freehold,24 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-461e793eda9f-9315-37179559-a5ac-4ab2,"6 days, 4 hours ago",Walter Balberona,14.5701386,121.0494572
SEMI-FURNISHED 2-BEDROOM CONDO IN ALDER RESIDENCES,"₱ 14,000,000","Taguig, Metro Manila","Alder Residences, Taguig, Metro Manila, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Alder Residences,For Sale,,1,,76 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/alder-residences/,"6 days, 7 hours ago",Rhonalyn Sinag,14.5209417,121.0687402
AVIDA TOWERS PRIME TAFT 1BR FOR SALE,"₱ 4,950,000","Pasay, Metro Manila","Avida Towers Prime Taft, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Avida Towers Prime Taft,For Sale,2016,,Freehold,37 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/avida-towers-prime-taft/,"6 days, 9 hours ago",Lorin,14.5578415,120.9956082
INTERIOR-DECORATED 2-BEDROOM CONDO IN THE ROYALTON AT CAPITOL COMMONS,"₱ 35,000,000","Capitol Subdivision, Pasig","The Royalton at Capitol Commons, Capitol Subdivision, Pasig, Metro Manila, Philippines",2 bedrooms,3 bathrooms,Condo,The Royalton at Capitol Commons,For Sale,,2,,110 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/the-royalton-at-capitol-commons/,"6 days, 23 hours ago",Rhonalyn Sinag,14.5761087,121.064739
2 bedroom unit w/ Parking Slot for ReSale in DMCI Levina Place Amalthea Rosario Pasig City,"₱ 5,100,000","Rosario, Pasig","Levina Place, Rosario, Pasig, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Levina Place,For Sale,,1,Freehold,58 sqm,3,Unfurnished,https://www.lamudi.com.ph/projects/levina-place/,"6 days, 23 hours ago",Ludovico Cumpas,14.5814814,121.0921329
BRAND NEW 3-BEDROOM CONDO IN PARK MCKINLEY WEST,"₱ 67,000,000","Taguig, Metro Manila","Park McKinley West, Taguig, Metro Manila, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Park McKinley West,For Sale,,2,,212 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/park-mckinley-west/,"6 days, 23 hours ago",Rhonalyn Sinag,14.5372944,121.0462907
PREMIER 3-BEDROOM CONDO IN AURELIA RESIDENCES,"₱ 196,839,920","Fort Bonifacio, Taguig","Aurelia Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Aurelia Residences,For Sale,,2,,284 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/aurelia-residences/,"6 days, 23 hours ago",Rhonalyn Sinag,14.5448059,121.0462915
SEMI-FURNISHED 2-BEDROOM CONDO IN ARBOR LANES,"₱ 27,000,000","Taguig, Metro Manila","Arbor Lanes, Taguig, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Arbor Lanes,For Sale,,1,,109 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/arbor-lanes/,1 week ago,Rhonalyn Sinag,14.5066222,121.0497643
Affordable 1BR condo unit for sale in Field Residences Sucat Paranaque back of SM Sucat,"₱ 2,399,990","San Dionisio, Parañaque","Field Residences, San Dionisio, Parañaque, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Field Residences,For Sale,,,,24 sqm,4,Partly furnished,https://www.lamudi.com.ph/projects/field-residences/,"1 week, 5 hours ago",Dolotina Homes Realty,14.4813862,120.9928326
"Eluria Makati – Ultra-Luxury, Multi-Certified Residences with White-Glove Service","₱ 167,527,620","Legazpi Village, Makati","Eluria, Legazpi Village, Makati, Metro Manila, Philippines",3 bedrooms,4 bathrooms,Condo,Eluria,For Sale,2025,1,Freehold,288 sqm,1,Partly furnished,https://www.lamudi.com.ph/projects/eluria/,"1 week, 7 hours ago",Carl Cabasag,14.5559278,121.0177648
RENT TO OWN Condo In Roxas Boulevard 10 Years to Pay The RADIANCE MANILA BAY by Robinsons Land,"₱ 6,500,000","Pasay, Metro Manila","The Radiance Manila Bay – South Tower, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Radiance Manila Bay – South Tower,For Sale,2021,,Freehold,40 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ccbe2cccf1b-4588-87424685-a86f-4ca6,"1 week, 7 hours ago",Walter Balberona,14.5577652,120.9886078
RENT TO OWN CONDO IN BGC 10 Years to Pay Zero Interest THE TRION TOWERS by Robinsons Land,"₱ 15,000,000","Fort Bonifacio, Taguig","The Trion Towers III, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Trion Towers III,For Sale,2024,,Freehold,50 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-1b4ed241e986-8d15-dc8116d7-8ee1-42eb,"1 week, 7 hours ago",Walter Balberona,14.5460967,121.0495991
Presellling Condo near Airport in Paranaque The WOODSVILLE CREST by Robinsons Land,"₱ 5,000,000","Parañaque, Metro Manila","Woodsville Crest, Parañaque, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Woodsville Crest,For Sale,2026,,Freehold,23 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/woodsville-crest/,"1 week, 7 hours ago",Walter Balberona,14.5002281,121.0380474
CONDO IN BRIDGETOWNE C5 PASIG for sale by Robinsons Land,"₱ 6,000,000","Rosario, Pasig","Cirrus, Rosario, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Cirrus,For Sale,2025,,Freehold,24 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/cirrus-1/,"1 week, 8 hours ago",Walter Balberona,14.5961454,121.0845987
Preselling Condo in Cubao MIRA RESIDENCES by Robinsons Land,"₱ 5,000,000","Cubao, Quezon City","MIRA, Cubao, Quezon City, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,MIRA,For Sale,2028,1,Freehold,26 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-901859cc1b3-3a0d-12f93819-a882-4742,"1 week, 9 hours ago",Walter Balberona,14.6192831,121.0577149
RENT TO OWN Condo in c5 Pasig The SYNC RESIDENCES by Robinsons Land,"₱ 4,000,000","Pasig, Metro Manila","SYNC, Pasig, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,SYNC,For Sale,2025,1,Freehold,22 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/sync-1/,"1 week, 22 hours ago",Walter Balberona,14.5682336,121.0702315
"1BR Park Triangle Residences BGC. Near Serendra, High Street, UpTown -  LMR30159","₱ 15,600,000","Fort Bonifacio, Taguig","Park Triangle Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Park Triangle Residences,For Sale,,,Freehold,59 sqm,29,Unfurnished,https://www.lamudi.com.ph/projects/park-triangle-residences/,"1 week, 1 day ago",Lucas and Matthaeus Realty,14.5529172,121.0542996
Uptown Arts Residence 2 Bedroom condo near One Uptown Residence Uptown Ritz Uptown Parksuites Uptown Modern Seasons Residences Grand Hyatt,"₱ 36,000,000","Fort Bonifacio, Taguig","Uptown Arts Residence, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Uptown Arts Residence,For Sale,,1,,84 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/uptown-arts-residence/,"1 week, 1 day ago",Geraldo Paguinto - The Lead Realty,14.5597188,121.0540611
"Joya Lofts and Towers, 1-Bedroom Unit for Sale, Makati City","₱ 20,000,000","Makati, Metro Manila","Joya Lofts and Towers, Makati, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Joya Lofts and Towers,For Sale,,1,,60 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/joya-lofts-and-towers/,"1 week, 1 day ago",Skye Properties - RE/MAX 8,14.5650534,121.0377013
Studio unit for sale in Venice Luxury Residences near The Florence Tuscany Private Estates Viceroy Morgan Suites Executive Residences St. Moritz,"₱ 7,500,000","McKinley Hill, Taguig","Venice Luxury Residences, McKinley Hill, Taguig, Metro Manila, Philippines",,1 bathroom,Condo,Venice Luxury Residences,For Sale,,,,40 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/venice-luxury-residences-megaworld-prime-rfo/,"1 week, 1 day ago",Geraldo Paguinto - The Lead Realty,14.5331906,121.0507124
"2 Bedroom For Sale in Times Square, Taguig City","₱ 15,000,000","Fort Bonifacio, Taguig","Times Square West, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Times Square West,For Sale,,1,,56 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/times-square-west-1/,"1 week, 1 day ago",Malou Suerte,14.5596081,121.0516897
"3 Bedroom For Sale in Park Triangle Residences, Taguig City","₱ 38,000,000","Fort Bonifacio, Taguig","Park Triangle Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,1 bathroom,Condo,Park Triangle Residences,For Sale,,1,,123 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/park-triangle-residences/,"1 week, 1 day ago",Malou Suerte,14.5529172,121.0542996
"3 Bedroom For Sale in Acqua Residences, Mandaluyong City","₱ 40,000,000","Hulo, Mandaluyong","Acqua Private Residences, Hulo, Mandaluyong, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Acqua Private Residences,For Sale,,1,,189 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/acqua-private-residences/,"1 week, 1 day ago",Malou Suerte,14.5682746,121.0360236
"3 Bedroom For Sale in The Florence Tower, Taguig City","₱ 32,800,000","McKinley Hill, Taguig","The Florence, McKinley Hill, Taguig, Metro Manila, Philippines",3 bedrooms,1 bathroom,Condo,The Florence,For Sale,,1,,100 sqm,,,https://www.lamudi.com.ph/projects/the-florence/,"1 week, 1 day ago",Malou Suerte,14.5332986,121.0494297
LE PONT RESIDENCES Preselling Condo in Bridgetowne Pasig by Robinsons Land,"₱ 15,000,000","Rosario, Pasig","Le Pont Residences, Rosario, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Le Pont Residences,For Sale,2028,1,Freehold,46 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-4c73c6270d41-fc9f-ef2c6a8-a9da-4780,"1 week, 1 day ago",Walter Balberona,14.5957029,121.0847208
"3BR IN TRUMP TOWER, MAKATI CTIY, 200SQM","₱ 72,000,000","Makati, Metro Manila","Trump Tower, Makati, Metro Manila, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Trump Tower,For Sale,2017,2,Freehold,200 sqm,40,Fully furnished,https://www.lamudi.com.ph/projects/trump-tower/,"1 week, 1 day ago",RE/MAX ONE,14.565145,121.0283321
"East Bay Residences, 2 Bedroom Condo for Sale in Muntinlupa City","₱ 11,000,000","Muntinlupa, Metro Manila","East Bay Residences, Muntinlupa, Metro Manila, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,East Bay Residences,For Sale,,1,,65 sqm,,,https://www.lamudi.com.ph/projects/east-bay-residences/,"1 week, 1 day ago",Yvette De Asis,14.4469478,121.0466934
Paseo de Roces for Rent Condo in Makati City 1 bedroom,"₱ 18,000","Pio Del Pilar, Makati","Paseo De Roces, Pio Del Pilar, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Paseo De Roces,For Sale,,,Freehold,25 sqm,22,,https://www.lamudi.com.ph/projects/paseo-de-roces/,"1 week, 1 day ago",Property by Jeann & Ruffa,14.5563198,121.0135698
For Rent Condo in Makati City Near Legazpi Park,"₱ 18,000","San Isidro, Pasay","Quantum Residences, San Isidro, Pasay, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Quantum Residences,For Sale,,,Freehold,25 sqm,22,Fully furnished,https://www.lamudi.com.ph/projects/quantum-residences/,"1 week, 1 day ago",Property by Jeann & Ruffa,14.5527891,120.9980211
Condo for Sale in Paranaque City at Azure Urban Resort Residences,"₱ 5,000,000","Marcelo Green Village, Parañaque","Azure Urban Resort Residences, Century Properties Management Inc, Marcelo Green Village, Parañaque, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,"Azure Urban Resort Residences, Century Properties Management Inc",For Sale,,,,38 sqm,,,https://www.lamudi.com.ph/projects/azure-urban-resort-residences-century-properties-management-inc/,"1 week, 1 day ago",Yvette De Asis,14.4839108,121.0438694
"2 Bedroom For Sale in The Columns, Makati City","₱ 24,000,000","Legazpi Village, Makati","The Columns At Legaspi Village, Legazpi Village, Makati, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The Columns At Legaspi Village,For Sale,2025,1,Leasehold,74 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-510396c81649-5786-85397ec6-a127-4d08,"1 week, 1 day ago",Adel Infinity,14.5617318,121.0162631
"2 Bedroom Condo for Sale in Uptown Ritz, BGC, Taguig City","₱ 23,000,000","Bagong Tanyag, Taguig","Uptown Ritz, Bagong Tanyag, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Uptown Ritz,For Sale,,,,80 sqm,,,https://www.lamudi.com.ph/projects/41032-73-79b404ee7856-7f09-e5970924-ab8f-43b3,"1 week, 1 day ago",Yvette De Asis,14.5574969,121.0532657
For sale 3 Bedroom Rent to Own Condo in Florence McKinley Hill near Enderun,"₱ 19,400,000","McKinley Hill, Taguig","The Florence, McKinley Hill, Taguig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,The Florence,For Sale,,1,Freehold,94 sqm,14,Partly furnished,https://www.lamudi.com.ph/projects/the-florence/,1 hour ago,Megaworld RFO Premier by DJ Venturina,14.5332986,121.0494297
For Sale 2 Bedroom Rent to Own Condo in Florence McKinley Hill near Enderun,"₱ 16,800,000","McKinley Hill, Taguig","The Florence, McKinley Hill, Taguig, Metro Manila, Philippines",2 bedrooms,3 bathrooms,Condo,The Florence,For Sale,,1,Freehold,79 sqm,16,Partly furnished,https://www.lamudi.com.ph/projects/the-florence/,1 hour ago,Megaworld RFO Premier by DJ Venturina,14.5332986,121.0494297
