project_name,floor_area,price,bedrooms,bathrooms,condition,parking,price_per_sqm
Shang Residences Wack Wack,145,42888000.0,2,2,Partly furnished,0.0,295779.3103448276
The Paddington Place,60,12500000.0,2,2,Unfurnished,0.0,208333.33333333334
The Paddington Place,60,12000000.0,2,2,Unfurnished,0.0,200000.0
The Paddington Place,60,12513000.0,2,2,Unfurnished,0.0,208550.0
Avida Towers Centera,35,5157000.0,1,1,Partly furnished,0.0,147342.85714285713
Fame Residences,25,6000000.0,1,1,Fully furnished,0.0,240000.0
The Observatory,31,10699035.0,1,1,Unfurnished,0.0,345130.1612903226
Shangri-La Plaza,47,7300000.0,2,1,Partly furnished,0.0,155319.1489361702
Acqua Private Residences,27,4900000.0,1,1,Partly furnished,0.0,181481.4814814815
Acqua Private Residences,40,10500000.0,1,1,Unfurnished,0.0,262500.0
Pioneer Woodlands,50,4400000.0,2,2,Partly furnished,1.0,88000.0
Pioneer Woodlands,30,3200000.0,1,1,Partly furnished,1.0,106666.66666666667
8 Wack Wack Road,238,41650000.0,3,3,Unfurnished,1.0,175000.0
Pioneer Woodlands,50,3472156.0,2,1,Partly furnished,0.0,69443.12
The Residences at The Westin Manila Sonata Place,50,20000000.0,1,1,Fully furnished,1.0,400000.0
The Residences at The Westin Manila Sonata Place,50,20000000.0,1,1,Fully furnished,1.0,400000.0
Pioneer Woodlands,50,3472155.0,2,1,Partly furnished,0.0,69443.1
The Residences at The Westin Manila Sonata Place,77,28610191.0,1,1,Partly furnished,0.0,371560.9220779221
Pioneer Woodlands,37,9093413.0,2,2,Partly furnished,0.0,245767.9189189189
One Shangri-La Place,165,58000000.0,3,3,Fully furnished,1.0,351515.1515151515
Shang Residences at Wack Wack,169,45000000.0,3,3,Partly furnished,0.0,266272.18934911245
Shang Residences Wack Wack,169,45000000.0,3,3,Partly furnished,0.0,266272.18934911245
Shangri-La Plaza,157,51000000.0,2,2,Unfurnished,0.0,324840.7643312102
Kai Garden Residences,65,11500000.0,2,1,Unfurnished,0.0,176923.07692307694
Kai Garden Residences,81,10979630.0,3,2,Partly furnished,1.0,135550.98765432098
Fame Residences,24,6500000.0,1,1,Fully furnished,0.0,270833.3333333333
The Rochester,25,4653217.0,1,1,Partly furnished,0.0,186128.68
Flair Towers,48,6500000.0,2,1,Fully furnished,0.0,135416.66666666666
Harbour Park Residences,27,4200000.0,1,1,Unfurnished,0.0,155555.55555555556
Flair Towers,52,7800000.0,2,2,Fully furnished,0.0,150000.0
Flair Towers,60,7000000.0,2,1,Fully furnished,0.0,116666.66666666667
One Shangri-La Place,170,62000000.0,3,3,Fully furnished,0.0,364705.8823529412
Shangri-La Plaza,131,45000000.0,2,2,Fully furnished,0.0,343511.4503816794
Shangri-La Plaza,80,22000000.0,1,1,Fully furnished,0.0,275000.0
Pioneer Woodlands,31,4000000.0,1,1,Fully furnished,0.0,129032.25806451614
Lee Gardens,195,21304050.0,3,3,Unfurnished,0.0,109251.53846153847
Pioneer Woodlands,30,2400000.0,1,1,Unfurnished,0.0,80000.0
Lee Gardens,247,28226400.0,3,3,Unfurnished,0.0,114276.92307692308
Lee Gardens,251,28614000.0,3,3,Fully furnished,0.0,114000.0
Lee Gardens,251,32686500.0,3,3,Unfurnished,0.0,130225.09960159363
One Shangri-La Place,64,17608500.0,1,1,Unfurnished,0.0,275132.8125
The Residences at The Westin Manila Sonata Place,160,42000000.0,2,3,Unfurnished,1.0,262500.0
Acqua Private Residences,27,4167720.0,1,1,Fully furnished,0.0,154360.0
One Shangri-La Place,165,58000000.0,3,3,Fully furnished,0.0,351515.1515151515
Shang Residences Wack Wack,231,59738000.0,3,3,Partly furnished,0.0,258606.0606060606
One Shangri-La Place,165,58000000.0,3,3,Fully furnished,0.0,351515.1515151515
Pioneer Woodlands,30,5614345.0,1,1,Partly furnished,0.0,187144.83333333334
Pioneer Woodlands,50,9113853.0,2,1,Unfurnished,0.0,182277.06
Kai Garden Residences,65,11500000.0,2,1,Unfurnished,0.0,176923.07692307694
Amaia Skies Shaw - North Tower,36,4700000.0,2,1,Fully furnished,0.0,130555.55555555556
The Address at Wack Wack,83,16622000.0,2,2,Partly furnished,0.0,200265.06024096385
Light 2 Residences,24,4301000.0,1,1,Unfurnished,0.0,179208.33333333334
Fame Residences,28,4610000.0,1,1,Unfurnished,0.0,164642.85714285713
The Rochester,24,4956807.0,1,1,Partly furnished,0.0,206533.625
Fame Residences,38,7102000.0,2,1,Partly furnished,0.0,186894.73684210525
Fame Residences,24,4310000.0,1,1,Unfurnished,0.0,179583.33333333334
Fame Residences,38,7120000.0,2,1,Partly furnished,0.0,187368.42105263157
Pioneer Woodlands,30,6981160.0,1,1,Partly furnished,0.0,232705.33333333334
Kai Garden Residences,48,9220000.0,2,1,Unfurnished,0.0,192083.33333333334
The Paddington Place,48,10223874.0,2,1,Partly furnished,0.0,212997.375
Tivoli Garden Residences,106,12000000.0,3,2,Fully furnished,0.0,113207.54716981133
Vista Shaw,50,6500000.0,2,2,Unfurnished,0.0,130000.0
Light 2 Residences,28,4610000.0,1,1,Unfurnished,0.0,164642.85714285713
The Paddington Place,51,10757000.0,1,1,Partly furnished,0.0,210921.568627451
Pioneer Woodlands,22,3933315.0,1,1,Unfurnished,0.0,178787.04545454544
Fame Residences,24,4310000.0,1,1,Unfurnished,0.0,179583.33333333334
Light 2 Residences,24,4310000.0,1,1,Unfurnished,0.0,179583.33333333334
One Shangri-La Place,119,33000000.0,2,2,Fully furnished,0.0,277310.9243697479
The Rochester,24,4958079.0,1,1,Partly furnished,0.0,206586.625
Light 2 Residences,25,6000000.0,1,1,Unfurnished,0.0,240000.0
Fame Residences,28,4610000.0,1,1,Unfurnished,0.0,164642.85714285713
Light 2 Residences,28,4610000.0,1,1,Unfurnished,0.0,164642.85714285713
One Shangri-La Place,80,22000000.0,1,1,Partly furnished,0.0,275000.0
One Shangri-La Place,170,62500000.0,3,3,Fully furnished,0.0,367647.0588235294
Pioneer Woodlands,22,2200000.0,1,1,Unfurnished,0.0,100000.0
Pioneer Woodlands,50,8600000.0,2,1,Unfurnished,0.0,172000.0
The Address at Wack Wack,83,16622000.0,2,2,Partly furnished,0.0,200265.06024096385
Vista Shaw,50,7000000.0,2,2,Unfurnished,0.0,140000.0
Acqua Private Residences,31,7000000.0,2,1,Partly furnished,0.0,225806.4516129032
Light 2 Residences,25,7221271.0,1,1,Unfurnished,0.0,288850.84
Kai Garden Residences,36,8000000.0,1,1,Partly furnished,1.0,222222.22222222222
Light 2 Residences,24,4310000.0,1,1,Unfurnished,0.0,179583.33333333334
Fame Residences,38,7120000.0,2,1,Partly furnished,0.0,187368.42105263157
Pioneer Woodlands,30,2400001.0,1,1,Unfurnished,0.0,80000.03333333334
Light 2 Residences,28,4610000.0,1,1,Unfurnished,0.0,164642.85714285713
One Shangri-La Place,65,18000000.0,1,1,Partly furnished,0.0,276923.07692307694
Pioneer Woodlands,30,5000000.0,1,1,Unfurnished,0.0,166666.66666666666
Pioneer Woodlands,50,8000000.0,2,2,Partly furnished,0.0,160000.0
Acqua Private Residences,57,15000000.0,2,1,Fully furnished,0.0,263157.8947368421
Kai Garden Residences,53,7931000.0,2,1,Partly furnished,0.0,149641.50943396226
Kai Garden Residences,56,9103000.0,2,1,Partly furnished,0.0,162553.57142857142
Sheridan Towers,29,6018000.0,1,1,Partly furnished,0.0,207517.24137931035
Shang Residences at Wack Wack,142,42000000.0,2,2,Unfurnished,0.0,295774.6478873239
Cityland Shaw Tower,63,6400000.0,2,1,Unfurnished,1.0,101587.30158730158
The Paddington Place,37,3752067.0,1,1,Partly furnished,0.0,101407.21621621621
Fame Residences,24,4310000.0,1,1,Unfurnished,0.0,179583.33333333334
Light 2 Residences,24,4310000.0,1,1,Unfurnished,0.0,179583.33333333334
The St. Francis Shangri-La Place,38,10500000.0,1,1,Fully furnished,0.0,276315.7894736842
Flair Towers,60,6400000.0,2,1,Unfurnished,0.0,106666.66666666667
Fame Residences,28,4610000.0,1,1,Unfurnished,0.0,164642.85714285713
Light 2 Residences,28,4601000.0,1,1,Unfurnished,0.0,164321.42857142858
Fame Residences,38,7102000.0,2,1,Partly furnished,0.0,186894.73684210525
The Residences at The Westin Manila Sonata Place,75,27415123.0,1,2,Partly furnished,0.0,365534.9733333333
The Address at Wack Wack,83,16622000.0,2,2,Unfurnished,0.0,200265.06024096385
Pioneer Woodlands,30,2601007.0,1,1,Unfurnished,0.0,86700.23333333334
The Residences at The Westin Manila Sonata Place,173,52000000.0,3,4,Partly furnished,0.0,300578.0346820809
Light 2 Residences,24,4301000.0,1,1,Unfurnished,0.0,179208.33333333334
Kai Garden Residences,48,9220000.0,2,2,Unfurnished,0.0,192083.33333333334
Light 2 Residences,28,4610000.0,1,1,Unfurnished,0.0,164642.85714285713
Amaia Skies Shaw - North Tower,18,2100000.0,1,1,Fully furnished,0.0,116666.66666666667
Pioneer Woodlands,50,2700005.0,2,1,Unfurnished,0.0,54000.1
Pioneer Woodlands,30,6238162.0,1,1,Unfurnished,0.0,207938.73333333334
St. Francis Shangri-La Place,38,10500000.0,1,1,Unfurnished,0.0,276315.7894736842
St. Francis Shangri-La Place,38,10500000.0,1,1,Unfurnished,0.0,276315.7894736842
Sage Residences,30,6502393.0,1,1,Unfurnished,0.0,216746.43333333332
Fame Residences,24,4301000.0,1,1,Unfurnished,0.0,179208.33333333334
Fame Residences,28,4610000.0,1,1,Unfurnished,0.0,164642.85714285713
Light 2 Residences,28,4601000.0,1,1,Unfurnished,0.0,164321.42857142858
S Residences,50,10168987.0,1,2,Unfurnished,0.0,203379.74
Kai Garden Residences,53,7257400.0,2,1,Unfurnished,0.0,136932.0754716981
Kai Garden Residences,52,7798500.0,2,1,Unfurnished,0.0,149971.15384615384
Kai Garden Residences,56,8395400.0,2,1,Unfurnished,0.0,149917.85714285713
Kai Garden Residences,53,7257600.0,2,1,Unfurnished,0.0,136935.84905660377
Wack Wack Twin Towers,165,20000000.0,3,3,Fully furnished,1.0,121212.12121212122
Fame Residences,38,7102000.0,2,1,Partly furnished,0.0,186894.73684210525
Light 2 Residences,28,4601000.0,1,1,Unfurnished,0.0,164321.42857142858
Kai Garden Residences,52,7798600.0,2,1,Unfurnished,0.0,149973.07692307694
Kai Garden Residences,56,8395200.0,2,1,Unfurnished,0.0,149914.2857142857
Sage Residences,55,8081500.0,2,1,Unfurnished,0.0,146936.36363636365
Sage Residences,70,9931400.0,2,1,Unfurnished,0.0,141877.14285714287
Sage Residences,66,9620400.0,2,1,Unfurnished,0.0,145763.63636363635
Sage Residences,84,10516500.0,2,1,Unfurnished,0.0,125196.42857142857
Sage Residences,61,9173400.0,2,1,Unfurnished,0.0,150383.60655737706
Sage Residences,60,9219600.0,2,1,Unfurnished,0.0,153660.0
Sage Residences,59,8174300.0,2,1,Unfurnished,0.0,138547.45762711865
Sage Residences,48,7235300.0,2,1,Unfurnished,0.0,150735.41666666666
Sage Residences,62,9323200.0,2,1,Unfurnished,0.0,150374.1935483871
Sage Residences,73,10130200.0,2,1,Unfurnished,0.0,138769.86301369863
Sage Residences,52,7686900.0,2,1,Unfurnished,0.0,147825.0
Sage Residences,58,8489300.0,2,1,Unfurnished,0.0,146367.24137931035
Sage Residences,75,10174500.0,2,1,Unfurnished,0.0,135660.0
Fame Residences,25,5500000.0,1,1,Unfurnished,0.0,220000.0
Fame Residences,24,4301000.0,1,1,Unfurnished,0.0,179208.33333333334
One Shangri-La Place,131,39000000.0,2,2,Partly furnished,0.0,297709.9236641221
Shang Residences at Wack Wack,142,41000000.0,2,2,Unfurnished,0.0,288732.3943661972
Pioneer Woodlands,37,4103402.0,1,1,Partly furnished,0.0,110902.75675675676
St. Francis Shangri-La Place,136,33000000.0,2,3,Partly furnished,0.0,242647.0588235294
Mandaluyong Executive Mansion,32,2900000.0,1,1,Unfurnished,0.0,90625.0
The Residences at The Westin Manila Sonata Place,75,26940027.0,1,2,Partly furnished,0.0,359200.36
The Residences at The Westin Manila Sonata Place,154,50000000.0,2,2,Partly furnished,0.0,324675.32467532466
Gateway Garden Ridge,60,6500000.0,2,2,Partly furnished,0.0,108333.33333333333
Pioneer Highlands,73,8500000.0,2,2,Unfurnished,0.0,116438.35616438356
Fame Residences,24,3500000.0,1,1,Unfurnished,0.0,145833.33333333334
Fame Residences,24,3300000.0,1,1,Unfurnished,0.0,137500.0
Fame Residences,24,4000000.0,1,1,Unfurnished,0.0,166666.66666666666
The Residences at The Westin Manila Sonata Place,154,50000000.0,2,2,Partly furnished,0.0,324675.32467532466
The St. Francis Shangri-La Place,136,33000000.0,2,3,Partly furnished,0.0,242647.0588235294
Pioneer Woodlands,30,2800000.0,1,1,Unfurnished,0.0,93333.33333333333
Pioneer Woodlands,30,2300001.0,1,1,Unfurnished,0.0,76666.7
One Shangri-La Place,119,33000000.0,2,2,Fully furnished,0.0,277310.9243697479
One Shangri-La Place,119,33000000.0,2,2,Fully furnished,0.0,277310.9243697479
The St. Francis Shangri-La Place,59,16000000.0,1,1,Partly furnished,0.0,271186.4406779661
The St. Francis Shangri-La Place,59,16000000.0,1,1,Partly furnished,0.0,271186.4406779661
Acqua Private Residences,81,23000000.0,2,2,Fully furnished,1.0,283950.6172839506
Acqua Private Residences,24,3500000.0,1,1,Fully furnished,0.0,145833.33333333334
Twin Oaks Place,55,9800000.0,1,1,Fully furnished,0.0,178181.81818181818
Sage Residences,30,6400000.0,1,1,Unfurnished,0.0,213333.33333333334
One Shangri-La Place,195,80000000.0,3,3,Unfurnished,0.0,410256.41025641025
Pioneer Highlands,52,4500000.0,1,1,Fully furnished,0.0,86538.46153846153
Pioneer Highlands,79,8343450.0,2,2,Unfurnished,1.0,105613.29113924051
The Residences at The Westin Manila Sonata Place,155,42000000.0,2,2,Partly furnished,2.0,270967.7419354839
Fame Residences,24,4500000.0,1,1,Unfurnished,0.0,187500.0
Axis Residences,52,10385152.0,2,2,Partly furnished,0.0,199714.46153846153
Axis Residences,52,10385152.0,2,2,Partly furnished,0.0,199714.46153846153
Light 2 Residences,38,9418000.0,2,1,Unfurnished,0.0,247842.1052631579
Flair Towers,48,6200000.0,2,1,Unfurnished,0.0,129166.66666666667
Light Residences,23,3300000.0,1,1,Fully furnished,0.0,143478.26086956522
Pioneer Woodlands,39,6500000.0,2,1,Unfurnished,0.0,166666.66666666666
Tivoli Gardens Residences,50,5900000.0,2,1,Fully furnished,0.0,118000.0
Axis Residences,51,10385152.0,2,2,Partly furnished,0.0,203630.431372549
Fame Residences,24,5114000.0,1,1,Unfurnished,0.0,213083.33333333334
Light 2 Residences,25,6039589.0,1,1,Unfurnished,0.0,241583.56
Vista Shaw,50,7000000.0,2,1,Unfurnished,0.0,140000.0
The Residences at The Westin Manila Sonata Place,75,28090027.0,1,1,Partly furnished,0.0,374533.69333333336
Sonata Private Residences,51,8000000.0,1,1,Unfurnished,0.0,156862.74509803922
Sage Residences,75,12966000.0,2,1,Unfurnished,1.0,172880.0
Flair Towers,81,12000000.0,3,2,Fully furnished,0.0,148148.14814814815
Governor's Place,84,9900000.0,2,2,Fully furnished,0.0,117857.14285714286
Acqua Private Residences,30,5500000.0,1,1,Fully furnished,0.0,183333.33333333334
Acqua Private Residences,30,5500000.0,1,1,Fully furnished,0.0,183333.33333333334
Flair Towers,60,10000000.0,2,1,Unfurnished,0.0,166666.66666666666
Vista Shaw,50,8000000.0,2,2,Unfurnished,0.0,160000.0
One Shangri-La Place,64,20000000.0,1,1,Partly furnished,0.0,312500.0
Vista Shaw,50,7000000.0,2,2,Unfurnished,0.0,140000.0
One Shangri-La Place,64,14000000.0,1,1,Fully furnished,0.0,218750.0
One Shangri-La Place,169,85000000.0,3,4,Fully furnished,1.0,502958.5798816568
One Shangri-La Place,64,16500000.0,1,1,Fully furnished,0.0,257812.5
One Shangri-La Place,86,25000000.0,1,2,Fully furnished,0.0,290697.67441860464
One Shangri-La Place,170,65000000.0,3,4,Fully furnished,1.0,382352.9411764706
One Shangri-La Place,131,39900000.0,2,3,Fully furnished,1.0,304580.1526717557
The Residences at The Westin Manila Sonata Place,96,34320965.0,2,2,Partly furnished,0.0,357510.0520833333
The Residences at The Westin Manila Sonata Place,147,52304700.0,2,3,Partly furnished,0.0,355814.28571428574
Vista Shaw,50,7000000.0,2,1,Unfurnished,0.0,140000.0
The Residences at The Westin Manila Sonata Place,157,57845534.0,2,3,Partly furnished,0.0,368442.89171974524
The Residences at The Westin Manila Sonata Place,158,59178257.0,2,3,Partly furnished,0.0,374545.93037974683
The Residences at The Westin Manila Sonata Place,49,18962015.0,1,1,Partly furnished,1.0,386979.89795918367
The Residences at The Westin Manila Sonata Place,250,97208263.0,3,4,Partly furnished,1.0,388833.052
The Residences at The Westin Manila Sonata Place,147,55778197.0,2,3,Partly furnished,0.0,379443.5170068027
The Residences at The Westin Manila Sonata Place,47,18050772.0,1,1,Partly furnished,0.0,384058.97872340423
The Residences at The Westin Manila Sonata Place,75,26940027.0,1,1,Partly furnished,0.0,359200.36
One Shangri-La Place,165,58000000.0,3,3,Partly furnished,1.0,351515.1515151515
The Residences at The Westin Manila Sonata Place,50,20000000.0,1,1,Partly furnished,0.0,400000.0
Shang Residences Wack Wack,142,44208000.0,2,2,Partly furnished,0.0,311323.94366197183
Sage Residences,84,13136000.0,3,2,Unfurnished,0.0,156380.95238095237
Sage Residences,60,9758000.0,2,1,Unfurnished,0.0,162633.33333333334
Sage Residences,75,11305000.0,2,1,Unfurnished,0.0,150733.33333333334
Sage Residences,30,6513000.0,1,1,Unfurnished,0.0,217100.0
Sage Residences,31,6999000.0,1,1,Unfurnished,0.0,225774.1935483871
Acqua Private Residences,27,3900000.0,1,1,Fully furnished,0.0,144444.44444444444
One Shangri-La Place,65,21000000.0,1,1,Fully furnished,0.0,323076.92307692306
One Shangrila Place,117,42000000.0,1,2,Fully furnished,0.0,358974.358974359
Sunny Ridge Residences,37,3975000.0,2,1,Unfurnished,0.0,107432.43243243243
The Residences at The Westin Manila Sonata Place,67,21000000.0,1,1,Partly furnished,0.0,313432.8358208955
Light Residences,27,4200000.0,1,1,Unfurnished,0.0,155555.55555555556
One Shangri-La Place,131,46999999.0,3,3,Fully furnished,1.0,358778.61832061067
Flair Towers,24,4500000.0,1,1,Unfurnished,0.0,187500.0
Light Residences,27,4995000.0,1,1,Partly furnished,0.0,185000.0
The Residences at The Westin Manila Sonata Place,147,55487031.0,2,3,Partly furnished,1.0,377462.79591836734
One Shangri-La Place,125,38900000.0,2,3,Fully furnished,1.0,311200.0
St. Francis Shangri-La Place,168,49900000.0,3,4,Partly furnished,1.0,297023.8095238095
One Shangri-La Place,131,39000000.0,2,3,Fully furnished,1.0,297709.9236641221
Lee Gardens,127,12000000.0,3,4,Partly furnished,0.0,94488.18897637795
Avida Towers Verge,23,6372000.0,1,1,Unfurnished,0.0,277043.47826086957
The Address at Wack Wack,74,16500000.0,2,2,Partly furnished,0.0,222972.97297297296
One Shangri-La Place,170,65000000.0,3,4,Fully furnished,2.0,382352.9411764706
Maven,113,35000000.0,3,2,Unfurnished,0.0,309734.5132743363
One Shangri-La Place,117,26000000.0,2,2,Unfurnished,0.0,222222.22222222222
One Shangri-La Place,170,65000000.0,3,4,Fully furnished,1.0,382352.9411764706
Sheridan Towers,38,5000000.0,1,1,Partly furnished,0.0,131578.94736842104
One Shangri-La Place,165,58000000.0,3,3,Unfurnished,0.0,351515.1515151515
S Residences,56,9200000.0,2,1,Unfurnished,0.0,164285.7142857143
Shang Residences Wack Wack,169,50000000.0,3,3,Unfurnished,0.0,295857.9881656805
St. Francis Shangri-La Place,136,26000000.0,2,2,Fully furnished,0.0,191176.4705882353
Pioneer Highlands,214,29000000.0,3,3,Unfurnished,0.0,135514.01869158878
Sunshine 100 City Plaza,20,3800000.0,1,1,Unfurnished,0.0,190000.0
Sonata Private Residences,48,9500000.0,1,1,Fully furnished,0.0,197916.66666666666
Flair Towers,60,6600000.0,2,1,Fully furnished,0.0,110000.0
St. Francis Shangri-La Place,57,13000000.0,1,1,Fully furnished,0.0,228070.1754385965
Sonata Private Residences,49,9450000.0,1,1,Fully furnished,0.0,192857.14285714287
Sheridan Towers,30,5000000.0,1,1,Fully furnished,0.0,166666.66666666666
Sonata Private Residences,49,9450000.0,1,1,Fully furnished,0.0,192857.14285714287
One Shangri-La Place,80,22000000.0,1,1,Fully furnished,0.0,275000.0
The Paddington Place,39,2048268.0,1,1,Partly furnished,0.0,52519.692307692305
The Paddington Place,39,2457922.0,1,1,Partly furnished,0.0,63023.64102564102
The Paddington Place,39,2048268.0,1,1,Partly furnished,0.0,52519.692307692305
Fame Residences,24,3600000.0,1,1,Partly furnished,0.0,150000.0
Pioneer Woodlands,50,3472100.0,2,1,Partly furnished,0.0,69442.0
Pioneer Woodlands,30,2094348.0,1,1,Partly furnished,0.0,69811.6
Pioneer Woodlands,50,2893463.0,2,1,Partly furnished,0.0,57869.26
One Shangri-La Place,65,20000000.0,1,1,Partly furnished,0.0,307692.3076923077
Mandaluyong Executive Mansion,30,2500000.0,1,1,Unfurnished,0.0,83333.33333333333
Harbour Park Residences,30,5500000.0,1,1,Unfurnished,0.0,183333.33333333334
One Wilson Square,120,22000000.0,3,2,Unfurnished,0.0,183333.33333333334
Light 2 Residences,26,1300000.0,1,1,Unfurnished,0.0,50000.0
Kai Garden Residences,56,9200000.0,2,1,Unfurnished,0.0,164285.7142857143
The Residences at The Westin Manila Sonata Place,49,19200000.0,1,1,Partly furnished,0.0,391836.7346938776
The Residences at The Westin Manila Sonata Place,49,19100000.0,1,1,Partly furnished,1.0,389795.9183673469
The Residences at The Westin Manila Sonata Place,49,19000000.0,1,1,Partly furnished,0.0,387755.10204081633
The Residences at The Westin Manila Sonata Place,75,28100000.0,1,1,Partly furnished,0.0,374666.6666666667
The Residences at The Westin Manila Sonata Place,147,60320101.0,1,1,Partly furnished,0.0,410340.8231292517
The Residences at The Westin Manila Sonata Place,147,55341449.0,2,2,Partly furnished,1.0,376472.44217687077
The Residences at The Westin Manila Sonata Place,147,55195866.0,2,2,Partly furnished,0.0,375482.0816326531
The Residences at The Westin Manila Sonata Place,147,55487031.0,2,2,Partly furnished,0.0,377462.79591836734
The Residences at The Westin Manila Sonata Place,75,28454595.0,1,1,Partly furnished,0.0,379394.6
The Residences at The Westin Manila Sonata Place,77,28610191.0,1,1,Partly furnished,0.0,371560.9220779221
The Residences at The Westin Manila Sonata Place,49,18962015.0,1,1,Partly furnished,0.0,386979.89795918367
The Residences at The Westin Manila Sonata Place,75,28090027.0,1,1,Partly furnished,0.0,374533.69333333336
The Residences at The Westin Manila Sonata Place,147,52741449.0,2,2,Partly furnished,0.0,358785.36734693876
The Residences at The Westin Manila Sonata Place,147,50493000.0,2,2,Partly furnished,0.0,343489.79591836734
The Residences at The Westin Manila Sonata Place,147,53270000.0,2,2,Partly furnished,0.0,362380.95238095237
The Residences at The Westin Manila Sonata Place,75,26212415.0,1,1,Partly furnished,0.0,349498.86666666664
The Residences at The Westin Manila Sonata Place,77,26400000.0,1,1,Partly furnished,0.0,342857.14285714284
The Residences at The Westin Manila Sonata Place,49,17300000.0,1,1,Partly furnished,0.0,353061.2244897959
The Residences at The Westin Manila Sonata Place,75,28600000.0,1,1,Partly furnished,0.0,381333.3333333333
Shang Residences at Wack Wack,231,60000000.0,3,4,Partly furnished,0.0,259740.25974025973
Shang Residences at Wack Wack,145,42000000.0,2,3,Partly furnished,0.0,289655.1724137931
Shang Residences at Wack Wack,169,45000000.0,3,3,Partly furnished,0.0,266272.18934911245
Sonata Private Residences,46,8000000.0,1,1,Fully furnished,0.0,173913.04347826086
One Shangri-La Place,165,58000000.0,3,3,Fully furnished,1.0,351515.1515151515
The Residences at The Westin Manila Sonata Place,158,56378257.0,2,3,Partly furnished,0.0,356824.41139240505
The Residences at The Westin Manila Sonata Place,96,34320965.0,2,3,Partly furnished,0.0,357510.0520833333
One Shangri-La Place,165,58000000.0,3,3,Fully furnished,0.0,351515.1515151515
One Shangri-La Place,165,58000000.0,3,3,Fully furnished,0.0,351515.1515151515
Pioneer Woodlands,22,4800000.0,1,1,Partly furnished,0.0,218181.81818181818
Pioneer Woodlands,30,5000000.0,1,1,Partly furnished,0.0,166666.66666666666
The Hotel Residences at Acqua,90,27755645.0,2,2,Fully furnished,0.0,308396.05555555556
The Hotel Residences at Acqua,78,24327674.0,1,1,Fully furnished,0.0,311893.25641025644
The Hotel Residences at Acqua,32,9858251.0,1,1,Fully furnished,0.0,308070.34375
The Hotel Residences at Acqua,90,27755645.0,2,2,Fully furnished,0.0,308396.05555555556
The Hotel Residences at Acqua,78,24327674.0,1,1,Fully furnished,0.0,311893.25641025644
The Hotel Residences at Acqua,90,27755645.0,2,2,Fully furnished,0.0,308396.05555555556
The Hotel Residences at Acqua,78,24327674.0,1,1,Fully furnished,0.0,311893.25641025644
The Hotel Residences at Acqua,32,9858251.0,1,1,Fully furnished,0.0,308070.34375
Axis Residences,24,3050000.0,1,1,Unfurnished,0.0,127083.33333333333
Acqua Private Residences,32,12600000.0,1,1,Unfurnished,0.0,393750.0
Acqua Private Residences,74,30200000.0,1,1,Unfurnished,0.0,408108.1081081081
Flair Towers,60,8900000.0,2,1,Fully furnished,1.0,148333.33333333334
Gateway Garden Heights,34,3300000.0,1,1,Unfurnished,0.0,97058.82352941176
Tivoli Garden Residences,54,5500000.0,2,1,Fully furnished,0.0,101851.85185185185
Acqua Private Residences,27,4700000.0,1,1,Fully furnished,0.0,174074.07407407407
Tivoli Garden Residences,66,8000000.0,3,3,Fully furnished,0.0,121212.12121212122
Kai Garden Residences,54,7800000.0,2,1,Partly furnished,0.0,144444.44444444444
Kai Garden Residences,36,6000000.0,1,1,Partly furnished,0.0,166666.66666666666
Twin Oaks Place,54,12500000.0,1,1,Unfurnished,0.0,231481.4814814815
Twin Oaks Place,55,8800000.0,1,2,Fully furnished,0.0,160000.0
Sheridan Towers,39,4500000.0,1,1,Partly furnished,0.0,115384.61538461539
The Observatory,47,11351340.0,1,1,Unfurnished,0.0,241517.87234042553
Shang Residences Wack Wack,167,45000000.0,3,3,Partly furnished,0.0,269461.07784431137
Torre De Manila,30,6499000.0,1,1,Unfurnished,1.0,216633.33333333334
Torre De Manila,30,6800000.0,1,1,Partly furnished,1.0,226666.66666666666
Mayfair Tower,76,11500000.0,2,1,Partly furnished,1.0,151315.7894736842
Robinsons Galleria,23,4701245.0,1,1,Partly furnished,0.0,204401.95652173914
Grand Riviera Suites,40,11500000.0,1,1,Fully furnished,1.0,287500.0
The Camden Place,28,5880300.0,1,1,Unfurnished,0.0,210010.7142857143
The Camden Place,28,5974000.0,1,1,Unfurnished,0.0,213357.14285714287
Mango Tree Residences,47,1500000.0,2,2,Unfurnished,0.0,31914.893617021276
Robinsons Place Residence,80,10900000.0,3,2,Partly furnished,0.0,136250.0
Admiral Baysuites,59,7000000.0,1,1,Partly furnished,0.0,118644.06779661016
Admiral Baysuites,94,12000000.0,3,3,Fully furnished,0.0,127659.5744680851
España Tower,68,10000000.0,2,2,Unfurnished,1.0,147058.82352941178
Torre De Manila,30,6800000.0,1,1,Partly furnished,1.0,226666.66666666666
Park Triangle Residences,123,45000000.0,3,3,Fully furnished,1.0,365853.65853658534
BAYWATCH TOWER,68,8900000.0,2,1,Partly furnished,0.0,130882.35294117648
Noble Place,80,13500000.0,2,3,Unfurnished,0.0,168750.0
Peninsula Garden Midtown Homes,33,6500000.0,2,1,Fully furnished,1.0,196969.69696969696
Four Season Riviera,69,11100000.0,2,1,Unfurnished,0.0,160869.5652173913
Four Season Riviera,47,7560000.0,1,1,Unfurnished,0.0,160851.06382978722
Four Season Riviera,46,7480000.0,1,1,Unfurnished,0.0,162608.69565217392
